age,job,marital,education,race,default,balance,housing,contact,duration,contactndays,signed up,gender
35,management,single,tertiary,white,no,75,no,cellular,122,-1,0,f
32,management,single,tertiary,hispanic,no,12569,no,cellular,561,295,1,m
40,admin.,married,secondary,asian,no,1614,no,cellular,338,-1,0,m
25,blue-collar,single,primary,black,no,15,no,cellular,24,-1,0,f
32,management,single,tertiary,hispanic,no,1431,no,cellular,199,-1,0,f
30,management,single,tertiary,black,no,1041,no,cellular,68,-1,0,m
54,management,divorced,tertiary,asian,no,496,no,cellular,452,-1,1,m
55,unemployed,married,primary,hispanic,no,1212,no,cellular,241,92,0,m
41,technician,single,secondary,asian,no,40,no,cellular,149,-1,0,m
27,services,single,secondary,black,no,387,no,cellular,194,-1,0,f
45,blue-collar,married,primary,black,no,-60,no,cellular,110,-1,0,m
28,blue-collar,married,secondary,black,no,17,no,unknown,8,-1,0,m
19,student,single,unknown,black,no,779,no,cellular,184,-1,1,m
35,technician,married,tertiary,white,no,489,no,cellular,592,-1,0,m
47,self-employed,married,secondary,black,no,1803,no,cellular,188,-1,0,f
40,blue-collar,married,primary,black,no,303,no,unknown,104,-1,0,f
40,management,married,tertiary,white,no,5142,no,cellular,147,224,0,m
39,entrepreneur,married,tertiary,hispanic,no,1654,no,cellular,376,-1,0,m
30,management,single,tertiary,black,no,502,no,cellular,572,-1,1,m
35,blue-collar,married,secondary,black,no,86,no,cellular,127,111,0,m
42,technician,divorced,secondary,black,no,19,no,cellular,875,-1,1,m
64,blue-collar,married,primary,white,no,1904,no,telephone,67,-1,0,m
38,management,divorced,tertiary,white,no,162,no,cellular,323,-1,0,f
58,housemaid,married,primary,hispanic,no,0,no,cellular,334,79,0,f
27,student,single,secondary,black,no,91,no,telephone,157,95,0,f
28,management,married,tertiary,black,no,1246,no,cellular,239,-1,0,f
27,blue-collar,single,secondary,white,no,113,no,cellular,39,-1,0,f
49,blue-collar,married,secondary,hispanic,no,141,no,cellular,275,-1,0,f
41,management,married,tertiary,asian,no,7028,no,cellular,98,-1,0,f
50,management,divorced,secondary,asian,no,458,no,cellular,184,-1,0,f
34,admin.,married,secondary,black,no,920,no,cellular,526,179,1,f
27,blue-collar,married,secondary,hispanic,no,1024,no,cellular,280,-1,0,f
40,services,divorced,secondary,white,no,0,no,unknown,111,-1,0,m
43,management,married,tertiary,asian,no,1188,no,cellular,140,-1,0,f
54,retired,married,secondary,white,no,-488,no,unknown,172,-1,0,f
40,management,married,tertiary,hispanic,no,2014,no,cellular,209,-1,0,f
40,management,married,tertiary,black,no,-65,no,cellular,65,-1,0,f
33,management,married,tertiary,asian,no,901,no,cellular,76,-1,0,f
41,entrepreneur,married,secondary,hispanic,no,30,no,cellular,460,-1,1,f
27,management,single,tertiary,white,no,2648,no,cellular,917,-1,1,f
42,admin.,married,secondary,white,no,-465,no,cellular,102,-1,0,m
36,blue-collar,married,secondary,black,no,1193,no,cellular,640,-1,1,f
39,technician,married,secondary,hispanic,no,116,no,cellular,79,94,0,m
28,student,single,tertiary,black,no,3054,no,cellular,384,80,1,f
27,blue-collar,single,secondary,asian,yes,-27,no,unknown,498,-1,1,m
51,management,married,tertiary,hispanic,no,385,no,cellular,39,-1,0,m
57,retired,single,primary,hispanic,no,604,no,cellular,187,-1,0,f
28,admin.,married,secondary,hispanic,no,254,no,cellular,333,-1,0,f
48,entrepreneur,married,secondary,black,no,725,no,cellular,105,-1,0,m
37,unemployed,married,secondary,black,no,80,no,cellular,248,-1,0,m
31,management,single,tertiary,white,no,12607,no,cellular,150,-1,0,m
28,management,single,tertiary,white,no,321,no,cellular,255,-1,0,f
53,admin.,married,secondary,white,no,350,no,cellular,113,132,0,f
41,management,married,tertiary,hispanic,no,0,no,cellular,294,63,1,f
41,admin.,single,secondary,white,no,242,no,cellular,116,-1,0,m
53,admin.,married,secondary,black,no,1796,no,telephone,476,193,1,f
37,management,married,tertiary,hispanic,no,355,no,cellular,340,-1,0,f
30,management,single,tertiary,black,no,6495,no,cellular,78,-1,0,f
41,housemaid,married,secondary,hispanic,no,12,no,cellular,472,-1,0,f
58,admin.,single,secondary,black,no,247,no,unknown,66,-1,0,f
43,blue-collar,married,primary,asian,no,-41,no,unknown,8,-1,0,f
59,admin.,married,secondary,black,no,6264,no,cellular,353,-1,0,m
43,admin.,married,secondary,hispanic,no,1113,no,unknown,477,-1,0,m
32,admin.,single,tertiary,black,no,725,no,cellular,53,-1,0,m
56,retired,married,secondary,hispanic,no,74,no,cellular,144,-1,0,f
33,services,married,secondary,black,no,1697,no,cellular,179,-1,1,m
58,entrepreneur,married,tertiary,hispanic,yes,0,no,cellular,138,-1,0,m
45,entrepreneur,married,secondary,black,no,781,no,cellular,652,126,1,m
32,blue-collar,married,primary,black,no,2198,no,cellular,463,175,0,m
47,blue-collar,single,unknown,hispanic,no,2443,no,unknown,422,-1,0,f
55,blue-collar,married,secondary,white,no,983,no,telephone,41,-1,0,m
40,management,divorced,tertiary,white,no,492,no,cellular,125,-1,0,f
46,unknown,married,primary,hispanic,no,285,no,unknown,215,-1,0,m
43,management,single,tertiary,black,no,946,no,telephone,40,-1,0,m
34,blue-collar,married,secondary,hispanic,no,765,no,cellular,238,-1,0,m
31,student,single,tertiary,white,no,4951,no,cellular,150,-1,0,m
51,blue-collar,married,unknown,white,no,296,no,cellular,177,-1,0,m
39,services,married,tertiary,asian,no,1493,no,cellular,912,-1,1,f
50,management,single,tertiary,white,no,486,no,unknown,28,-1,0,f
37,blue-collar,married,secondary,hispanic,no,1736,no,unknown,66,-1,0,f
58,management,married,tertiary,black,no,0,no,telephone,27,-1,0,f
31,management,single,tertiary,asian,no,6413,no,cellular,517,-1,0,f
44,unemployed,married,primary,hispanic,no,1,no,cellular,229,-1,0,f
39,blue-collar,married,primary,black,no,0,no,unknown,173,-1,0,f
50,management,married,tertiary,white,no,536,no,unknown,75,-1,0,m
35,management,married,tertiary,black,no,8,no,cellular,93,-1,1,f
77,retired,married,primary,asian,no,680,no,telephone,341,94,0,f
64,retired,married,secondary,hispanic,no,1220,no,cellular,138,-1,0,m
33,admin.,married,secondary,asian,no,89,no,telephone,524,-1,0,f
45,self-employed,married,secondary,asian,no,706,no,cellular,78,176,0,f
27,unemployed,single,secondary,black,no,154,no,telephone,24,-1,0,m
37,management,married,tertiary,white,no,238,no,cellular,149,-1,1,m
58,technician,married,secondary,white,no,1191,no,cellular,78,-1,0,f
50,technician,divorced,tertiary,asian,no,1044,no,unknown,400,-1,0,f
54,services,married,secondary,asian,no,770,no,cellular,151,-1,0,m
48,admin.,single,secondary,black,no,-58,no,unknown,123,-1,0,f
78,retired,divorced,secondary,white,no,3219,no,cellular,151,-1,1,f
31,admin.,single,secondary,black,no,33,no,cellular,194,-1,0,f
45,technician,married,secondary,asian,no,3460,no,cellular,116,-1,0,f
27,admin.,single,secondary,asian,no,914,no,cellular,131,-1,0,f
57,retired,married,primary,white,no,3549,no,cellular,51,-1,0,m
55,unemployed,divorced,secondary,hispanic,no,309,no,cellular,167,181,1,f
47,services,married,secondary,black,no,137,no,unknown,112,-1,0,m
35,management,married,tertiary,hispanic,no,810,no,unknown,124,-1,0,m
45,blue-collar,married,secondary,black,no,1239,no,telephone,67,-1,0,m
52,services,married,secondary,white,no,2072,no,cellular,224,-1,0,m
55,unknown,married,primary,hispanic,no,159,no,unknown,15,-1,0,f
37,blue-collar,married,primary,white,no,213,no,unknown,323,-1,0,m
46,technician,single,tertiary,hispanic,no,3133,no,cellular,411,-1,0,f
51,self-employed,married,tertiary,white,no,150,no,unknown,146,-1,0,m
22,student,single,secondary,white,no,1925,no,cellular,180,-1,0,m
56,management,married,tertiary,white,no,665,no,cellular,25,-1,0,f
49,management,married,tertiary,hispanic,no,223,no,cellular,22,-1,0,f
27,blue-collar,married,primary,black,no,52,no,cellular,185,-1,0,f
55,retired,married,secondary,asian,no,123,no,cellular,70,-1,0,m
32,admin.,married,tertiary,white,no,653,no,cellular,84,-1,1,f
56,self-employed,married,tertiary,white,no,719,no,cellular,236,-1,0,f
78,retired,married,primary,white,no,158,no,cellular,360,-1,0,f
32,technician,single,tertiary,black,no,632,no,cellular,103,-1,0,f
55,entrepreneur,divorced,primary,white,no,29,no,unknown,500,-1,0,f
38,blue-collar,divorced,primary,asian,no,0,no,unknown,49,-1,0,m
59,unemployed,married,secondary,hispanic,no,309,no,cellular,300,-1,0,m
70,management,married,tertiary,white,no,10171,no,cellular,65,-1,0,m
41,blue-collar,divorced,primary,black,no,1498,no,unknown,10,-1,0,f
40,technician,married,secondary,hispanic,no,240,no,unknown,68,-1,0,f
48,technician,married,secondary,black,no,7,no,unknown,354,-1,0,f
50,technician,divorced,secondary,asian,no,1303,no,telephone,274,-1,0,f
80,retired,married,primary,hispanic,no,155,no,telephone,343,-1,1,m
20,student,single,secondary,white,no,29,no,cellular,85,-1,0,f
28,technician,single,secondary,asian,no,227,no,cellular,278,-1,1,f
49,housemaid,married,primary,white,no,3376,no,unknown,119,-1,0,m
51,admin.,married,secondary,hispanic,no,79,no,cellular,89,-1,0,m
51,technician,married,secondary,hispanic,no,856,no,cellular,99,-1,0,m
50,management,married,secondary,black,no,633,no,telephone,302,111,0,m
54,retired,married,primary,asian,no,235,no,cellular,353,113,0,f
24,management,single,tertiary,black,no,172,no,cellular,67,-1,0,f
32,self-employed,married,tertiary,hispanic,no,1423,no,cellular,1249,-1,1,f
79,retired,divorced,primary,asian,no,20,no,cellular,165,182,0,m
51,unemployed,married,secondary,black,no,2439,no,cellular,118,-1,0,f
57,entrepreneur,married,tertiary,hispanic,no,729,no,cellular,475,-1,0,m
59,unemployed,divorced,secondary,white,no,2921,no,telephone,251,-1,0,f
47,blue-collar,married,secondary,hispanic,no,11305,no,cellular,118,-1,0,f
56,blue-collar,married,secondary,black,no,339,no,telephone,114,-1,0,m
57,retired,divorced,primary,black,no,0,no,telephone,1037,-1,0,m
36,management,single,tertiary,asian,no,86,no,cellular,48,-1,0,m
45,blue-collar,single,tertiary,asian,no,-243,no,cellular,171,-1,0,m
39,technician,single,secondary,black,no,-225,no,cellular,220,-1,0,f
56,unemployed,married,primary,asian,no,3391,no,cellular,243,-1,1,m
31,technician,divorced,secondary,asian,no,-174,no,cellular,113,-1,0,f
47,technician,married,secondary,white,no,1219,no,cellular,697,-1,1,f
29,self-employed,married,secondary,hispanic,no,0,no,unknown,469,-1,0,f
46,management,married,secondary,hispanic,no,1114,no,cellular,87,-1,0,m
38,management,married,unknown,white,no,1257,no,cellular,64,-1,0,m
36,admin.,single,secondary,black,no,728,no,cellular,230,-1,1,f
58,technician,married,secondary,white,no,201,no,cellular,82,-1,0,m
44,management,divorced,tertiary,asian,no,2058,no,cellular,661,-1,0,m
27,student,single,tertiary,white,no,0,no,cellular,82,-1,1,f
42,technician,married,secondary,black,no,314,no,cellular,11,-1,0,m
32,admin.,divorced,secondary,white,no,0,no,cellular,212,-1,0,m
47,blue-collar,divorced,secondary,white,no,-332,no,cellular,48,-1,0,m
93,retired,married,unknown,asian,no,775,no,cellular,476,13,1,f
55,management,married,tertiary,white,no,7803,no,cellular,441,-1,1,m
51,retired,divorced,tertiary,asian,no,126,no,unknown,152,-1,0,m
53,blue-collar,married,unknown,hispanic,no,1230,no,cellular,155,-1,0,f
60,blue-collar,married,primary,white,no,109,no,unknown,349,-1,0,m
30,student,single,unknown,white,no,809,no,unknown,91,-1,0,m
30,blue-collar,single,unknown,hispanic,no,6281,no,cellular,149,-1,1,m
51,admin.,married,unknown,hispanic,yes,-12,no,cellular,18,-1,0,m
35,technician,married,secondary,black,no,291,no,unknown,100,-1,0,m
52,admin.,married,secondary,white,no,0,no,cellular,91,275,0,m
44,technician,single,secondary,white,no,-34,no,cellular,14,-1,0,f
54,self-employed,divorced,tertiary,hispanic,no,1323,no,unknown,47,-1,0,m
46,admin.,married,secondary,white,no,1934,no,unknown,240,-1,0,m
38,blue-collar,married,secondary,white,no,4321,no,cellular,252,85,0,f
59,technician,married,secondary,hispanic,no,4322,no,unknown,174,-1,0,m
42,blue-collar,divorced,primary,black,no,1278,no,cellular,422,-1,0,m
25,technician,single,secondary,asian,no,5695,no,cellular,124,-1,0,m
36,services,married,secondary,white,no,4721,no,cellular,149,-1,1,f
35,services,married,tertiary,asian,no,4655,no,cellular,111,-1,0,f
51,management,married,tertiary,black,no,7631,no,cellular,896,-1,0,f
51,blue-collar,married,primary,black,no,176,no,cellular,80,-1,0,m
30,technician,single,secondary,asian,no,0,no,cellular,109,-1,0,m
58,retired,married,primary,black,no,10628,no,cellular,189,-1,0,f
69,retired,divorced,secondary,white,no,4572,no,cellular,185,92,0,f
57,blue-collar,married,unknown,black,no,3196,no,cellular,161,-1,0,m
57,management,married,secondary,white,no,2155,no,cellular,144,91,1,f
42,blue-collar,married,unknown,black,no,0,no,unknown,270,-1,0,m
33,management,divorced,tertiary,black,no,47,no,cellular,47,178,0,f
34,student,single,tertiary,white,no,1322,no,cellular,170,-1,0,f
58,admin.,married,unknown,black,no,4318,no,unknown,307,-1,0,f
26,student,single,secondary,black,no,8015,no,cellular,109,-1,0,f
50,management,married,tertiary,black,no,383,no,cellular,502,-1,0,f
50,admin.,married,secondary,hispanic,no,2971,no,cellular,722,-1,0,m
52,blue-collar,married,primary,asian,no,306,no,cellular,223,-1,1,m
33,blue-collar,married,secondary,black,no,1402,no,cellular,63,-1,0,f
49,technician,married,secondary,hispanic,no,305,no,cellular,401,-1,0,m
47,technician,divorced,secondary,asian,no,450,no,unknown,40,-1,0,f
33,technician,single,secondary,asian,no,2481,no,cellular,113,101,0,m
27,unemployed,single,primary,white,no,799,no,cellular,106,-1,0,m
26,technician,single,tertiary,hispanic,no,1066,no,cellular,200,-1,1,m
37,unemployed,married,secondary,hispanic,no,1152,no,cellular,222,-1,0,m
52,blue-collar,married,secondary,black,no,0,no,unknown,163,-1,0,f
28,blue-collar,married,primary,white,no,-196,no,cellular,209,-1,0,m
36,housemaid,married,secondary,white,no,2880,no,unknown,283,-1,0,m
45,blue-collar,married,unknown,white,no,550,no,unknown,97,-1,0,m
59,management,married,tertiary,hispanic,no,474,no,cellular,252,-1,1,m
83,retired,divorced,primary,hispanic,no,46,no,cellular,115,-1,1,m
31,technician,married,tertiary,black,no,0,no,cellular,70,-1,0,f
53,services,married,secondary,white,no,2774,no,unknown,193,-1,0,m
48,entrepreneur,married,secondary,white,no,151,no,cellular,191,-1,0,f
48,retired,married,tertiary,hispanic,no,4,no,cellular,70,-1,0,f
42,unknown,single,secondary,asian,no,1456,no,unknown,56,-1,0,m
54,services,married,secondary,white,no,193,no,unknown,179,-1,0,m
45,technician,single,secondary,white,no,-55,no,cellular,78,197,0,f
41,entrepreneur,single,primary,black,no,7264,no,unknown,125,-1,0,f
52,admin.,married,secondary,asian,no,693,no,unknown,271,-1,0,m
34,technician,divorced,secondary,white,no,49,no,cellular,142,-1,0,f
55,management,married,tertiary,asian,no,543,no,cellular,61,-1,0,m
51,technician,married,secondary,asian,no,1123,no,unknown,54,-1,0,m
35,admin.,divorced,secondary,white,no,1085,no,cellular,199,86,1,m
58,retired,married,secondary,black,no,225,no,cellular,122,-1,0,m
32,self-employed,married,tertiary,black,no,1214,no,cellular,104,-1,0,f
52,admin.,married,secondary,white,no,722,no,cellular,99,185,0,f
36,services,married,unknown,white,no,618,no,cellular,360,335,1,f
31,housemaid,single,tertiary,black,no,0,no,cellular,78,-1,0,m
80,retired,married,secondary,asian,no,1610,no,cellular,71,-1,0,m
52,management,married,tertiary,black,no,7192,no,cellular,1486,-1,1,f
42,technician,single,secondary,black,no,275,no,cellular,31,-1,0,m
41,admin.,married,secondary,asian,no,80,no,cellular,202,-1,0,m
58,retired,married,tertiary,asian,no,324,no,unknown,13,-1,0,m
32,management,married,tertiary,black,no,1337,no,cellular,283,-1,0,f
31,management,single,tertiary,hispanic,no,924,no,cellular,231,94,1,m
47,management,single,tertiary,white,no,6651,no,cellular,229,412,1,f
33,management,married,tertiary,asian,no,0,no,cellular,126,-1,0,f
25,management,single,tertiary,black,no,316,no,cellular,347,-1,1,f
48,management,married,tertiary,asian,no,2837,no,unknown,69,-1,0,m
31,student,single,tertiary,black,no,64,no,cellular,261,-1,1,f
37,blue-collar,married,secondary,white,no,417,no,cellular,389,181,0,f
48,entrepreneur,married,tertiary,black,no,810,no,unknown,383,-1,0,f
30,student,single,unknown,white,no,988,no,cellular,167,-1,0,f
52,services,divorced,primary,black,yes,-1,no,cellular,112,-1,0,f
44,blue-collar,single,primary,black,no,10984,no,unknown,258,-1,0,m
52,services,married,secondary,black,no,1645,no,cellular,248,-1,0,f
31,entrepreneur,married,tertiary,asian,no,312,no,cellular,468,-1,0,m
58,services,married,secondary,black,no,12180,no,unknown,121,-1,0,m
38,admin.,single,secondary,white,no,626,no,cellular,132,-1,0,f
52,technician,divorced,secondary,asian,no,-558,no,cellular,152,-1,0,f
42,management,married,primary,hispanic,no,4362,no,unknown,238,-1,0,m
33,management,single,tertiary,white,no,373,no,cellular,259,-1,0,m
29,management,single,tertiary,asian,no,10436,no,unknown,103,-1,0,m
46,management,divorced,tertiary,asian,no,25,no,unknown,103,-1,0,m
28,self-employed,single,tertiary,black,no,160,no,unknown,158,-1,1,f
78,unknown,married,unknown,black,no,2235,no,telephone,300,-1,1,f
39,technician,single,secondary,hispanic,no,1104,no,cellular,395,-1,1,f
57,retired,single,unknown,asian,no,411,no,cellular,45,-1,0,f
38,management,single,tertiary,white,no,2813,no,cellular,146,-1,0,m
32,management,single,tertiary,asian,no,0,no,cellular,9,-1,0,f
31,technician,divorced,secondary,hispanic,no,304,no,cellular,133,-1,0,m
33,management,single,tertiary,asian,no,224,no,cellular,409,92,1,m
51,housemaid,married,unknown,asian,no,174,no,telephone,308,-1,0,f
19,student,single,primary,hispanic,no,103,no,cellular,96,97,0,f
47,management,married,tertiary,hispanic,no,122,no,cellular,73,-1,0,m
52,management,divorced,tertiary,white,no,2104,no,cellular,210,-1,1,m
